State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Bihar,VAISHALI,2007,Whole Year,Sweet potato,681.0,8481.0,12.45374449339207
Bihar,VAISHALI,2007,Whole Year,Tobacco,4890.0,11179.0,2.2860940695296526
Bihar,VAISHALI,2007,Whole Year,Turmeric,13.0,12.0,0.9230769230769231
Bihar,VAISHALI,2007,Winter,Rice,47850.0,25385.0,0.5305120167189132
Bihar,VAISHALI,2008,Autumn,Maize,16490.0,30880.0,1.8726500909642207
Bihar,VAISHALI,2008,Autumn,Rice,9113.0,12931.0,1.4189619225282564
Bihar,VAISHALI,2008,Kharif,Arhar/Tur,996.0,1100.0,1.104417670682731
Bihar,VAISHALI,2008,Kharif,Bajra,5.0,5.0,1.0
Bihar,VAISHALI,2008,Kharif,Jowar,5.0,5.0,1.0
Bihar,VAISHALI,2008,Kharif,Jute,22.0,176.0,8.0
Bihar,VAISHALI,2008,Kharif,Mesta,507.0,3357.0,6.621301775147929
Bihar,VAISHALI,2008,Kharif,Moong(Green Gram),165.0,135.0,0.8181818181818182
Bihar,VAISHALI,2008,Kharif,Other Kharif pulses,11.0,6.0,0.5454545454545454
Bihar,VAISHALI,2008,Kharif,Potato,1911.0,14734.0,7.710099424385139
Bihar,VAISHALI,2008,Kharif,Ragi,163.0,133.0,0.8159509202453987
Bihar,VAISHALI,2008,Kharif,Sannhamp,3.0,11.11,3.703333333333333
Bihar,VAISHALI,2008,Kharif,Sesamum,45.0,35.0,0.7777777777777778
Bihar,VAISHALI,2008,Kharif,Small millets,460.0,361.0,0.7847826086956522
Bihar,VAISHALI,2008,Kharif,Sweet potato,692.0,8379.0,12.108381502890174
Bihar,VAISHALI,2008,Kharif,Urad,486.0,403.0,0.8292181069958847
Bihar,VAISHALI,2008,Rabi,Barley,232.0,253.0,1.0905172413793103
Bihar,VAISHALI,2008,Rabi,Gram,165.0,153.0,0.9272727272727272
Bihar,VAISHALI,2008,Rabi,Khesari,101.0,83.0,0.8217821782178217
Bihar,VAISHALI,2008,Rabi,Linseed,42.0,35.0,0.8333333333333334
Bihar,VAISHALI,2008,Rabi,Maize,5946.0,9906.0,1.6659939455095862
Bihar,VAISHALI,2008,Rabi,Masoor,511.0,429.0,0.8395303326810176
Bihar,VAISHALI,2008,Rabi,Other  Rabi pulses,35.0,26.0,0.7428571428571429
Bihar,VAISHALI,2008,Rabi,Peas & beans (Pulses),31.0,26.0,0.8387096774193549
Bihar,VAISHALI,2008,Rabi,Potato,4303.0,34510.0,8.019986056239834
Bihar,VAISHALI,2008,Rabi,Rapeseed &Mustard,2589.0,1975.0,0.7628427964465044
Bihar,VAISHALI,2008,Rabi,Sunflower,3.0,4.0,1.3333333333333333
Bihar,VAISHALI,2008,Rabi,Wheat,48136.0,142723.0,2.9649950141266412
Bihar,VAISHALI,2008,Summer,Maize,11503.0,37870.0,3.2921846474832654
Bihar,VAISHALI,2008,Summer,Moong(Green Gram),13112.0,6372.0,0.485967053081147
Bihar,VAISHALI,2008,Summer,Rice,174.0,295.0,1.6954022988505748
Bihar,VAISHALI,2008,Whole Year,Dry chillies,16.0,29.0,1.8125
Bihar,VAISHALI,2008,Whole Year,Garlic,152.0,268.0,1.763157894736842
Bihar,VAISHALI,2008,Whole Year,Onion,533.0,6199.0,11.630393996247655
Bihar,VAISHALI,2008,Whole Year,Sugarcane,126.0,5741.0,45.56349206349206
Bihar,VAISHALI,2008,Whole Year,Turmeric,10.0,10.0,1.0
Bihar,VAISHALI,2008,Winter,Rice,48346.0,77834.0,1.609936706242502
Bihar,VAISHALI,2009,Autumn,Maize,15501.0,26394.0,1.7027288562028255
Bihar,VAISHALI,2009,Autumn,Rice,5974.0,4033.0,0.6750920656176767
Bihar,VAISHALI,2009,Kharif,Arhar/Tur,745.0,1216.0,1.632214765100671
Bihar,VAISHALI,2009,Kharif,Jowar,25.0,26.0,1.04
Bihar,VAISHALI,2009,Kharif,Mesta,518.0,3663.0,7.071428571428571
Bihar,VAISHALI,2009,Kharif,Moong(Green Gram),505.0,335.0,0.6633663366336634
Bihar,VAISHALI,2009,Kharif,Ragi,130.0,90.0,0.6923076923076923
Bihar,VAISHALI,2009,Kharif,Small millets,345.0,271.0,0.7855072463768116
Bihar,VAISHALI,2009,Kharif,Urad,340.0,337.0,0.9911764705882353
Bihar,VAISHALI,2009,Rabi,Barley,30.0,37.0,1.2333333333333334
Bihar,VAISHALI,2009,Rabi,Gram,61.0,66.0,1.0819672131147542
Bihar,VAISHALI,2009,Rabi,Khesari,64.0,66.0,1.03125
Bihar,VAISHALI,2009,Rabi,Linseed,49.0,41.0,0.8367346938775511
Bihar,VAISHALI,2009,Rabi,Maize,7145.0,21542.0,3.0149755073477955
Bihar,VAISHALI,2009,Rabi,Masoor,207.0,148.0,0.714975845410628
Bihar,VAISHALI,2009,Rabi,Other  Rabi pulses,13.0,10.0,0.7692307692307693
Bihar,VAISHALI,2009,Rabi,Peas & beans (Pulses),26.0,26.0,1.0
Bihar,VAISHALI,2009,Rabi,Rapeseed &Mustard,2916.0,2741.0,0.9399862825788752
Bihar,VAISHALI,2009,Rabi,Sunflower,2.0,3.0,1.5
Bihar,VAISHALI,2009,Rabi,Wheat,50222.0,120745.0,2.40422523993469
Bihar,VAISHALI,2009,Summer,Maize,10677.0,31034.0,2.906621710218226
Bihar,VAISHALI,2009,Summer,Moong(Green Gram),10075.0,4252.0,0.4220347394540943
Bihar,VAISHALI,2009,Summer,Rice,45.0,42.0,0.9333333333333333
Bihar,VAISHALI,2009,Whole Year,Sugarcane,121.0,6175.0,51.03305785123967
Bihar,VAISHALI,2009,Whole Year,Tobacco,4610.0,8607.0,1.8670281995661606
Bihar,VAISHALI,2009,Winter,Rice,45939.0,42862.0,0.9330198741809791
Bihar,VAISHALI,2010,Autumn,Maize,14802.0,29374.0,1.9844615592487502
Bihar,VAISHALI,2010,Autumn,Rice,4650.0,2590.0,0.556989247311828
Bihar,VAISHALI,2010,Kharif,Arhar/Tur,713.0,1768.0,2.479663394109397
Bihar,VAISHALI,2010,Kharif,Mesta,426.0,7322.0,17.187793427230048
Bihar,VAISHALI,2010,Kharif,Moong(Green Gram),37.0,24.0,0.6486486486486487
Bihar,VAISHALI,2010,Kharif,Ragi,116.0,181.0,1.5603448275862069
Bihar,VAISHALI,2010,Kharif,Sesamum,17.0,13.0,0.7647058823529411
Bihar,VAISHALI,2010,Kharif,Small millets,118.0,93.0,0.788135593220339
Bihar,VAISHALI,2010,Kharif,Urad,282.0,246.0,0.8723404255319149
Bihar,VAISHALI,2010,Rabi,Barley,18.0,27.0,1.5
Bihar,VAISHALI,2010,Rabi,Gram,61.0,64.0,1.0491803278688525
Bihar,VAISHALI,2010,Rabi,Khesari,56.0,55.0,0.9821428571428571
Bihar,VAISHALI,2010,Rabi,Linseed,26.0,21.0,0.8076923076923077
Bihar,VAISHALI,2010,Rabi,Maize,6633.0,15515.0,2.3390622644353987
Bihar,VAISHALI,2010,Rabi,Masoor,179.0,146.0,0.8156424581005587
Bihar,VAISHALI,2010,Rabi,Other  Rabi pulses,1.0,1.0,1.0
Bihar,VAISHALI,2010,Rabi,Peas & beans (Pulses),39.0,40.0,1.0256410256410255
Bihar,VAISHALI,2010,Rabi,Rapeseed &Mustard,2565.0,2309.0,0.9001949317738791
Bihar,VAISHALI,2010,Rabi,Sunflower,1.0,1.0,1.0
Bihar,VAISHALI,2010,Rabi,Wheat,47360.0,157234.0,3.319974662162162
Bihar,VAISHALI,2010,Summer,Maize,11235.0,30858.0,2.7465954606141523
Bihar,VAISHALI,2010,Summer,Moong(Green Gram),8353.0,4477.0,0.5359750987669101
Bihar,VAISHALI,2010,Summer,Rice,157.0,265.0,1.6878980891719746
Bihar,VAISHALI,2010,Whole Year,Sugarcane,337.0,15768.0,46.789317507418396
Bihar,VAISHALI,2010,Whole Year,Tobacco,4748.0,8466.0,1.783066554338669
Bihar,VAISHALI,2010,Winter,Rice,33233.0,22677.0,0.6823639153853098
Bihar,VAISHALI,2011,Autumn,Maize,13082.0,20653.0,1.578734138510931
Bihar,VAISHALI,2011,Autumn,Rice,7522.0,11307.0,1.5031906407870248
Bihar,VAISHALI,2011,Kharif,Arhar/Tur,738.0,1799.0,2.437669376693767
Bihar,VAISHALI,2011,Kharif,Mesta,547.0,6765.0,12.367458866544789
Bihar,VAISHALI,2011,Kharif,Moong(Green Gram),10.0,6.0,0.6
Bihar,VAISHALI,2011,Kharif,Ragi,136.0,236.0,1.7352941176470589
Bihar,VAISHALI,2011,Kharif,Safflower,21.0,17.0,0.8095238095238095
Bihar,VAISHALI,2011,Kharif,Sesamum,32.0,28.0,0.875
Bihar,VAISHALI,2011,Kharif,Small millets,309.0,243.0,0.7864077669902912
Bihar,VAISHALI,2011,Kharif,Urad,153.0,138.0,0.9019607843137255
Bihar,VAISHALI,2011,Rabi,Barley,121.0,249.0,2.0578512396694215
Bihar,VAISHALI,2011,Rabi,Gram,4.0,5.0,1.25
Bihar,VAISHALI,2011,Rabi,Khesari,83.0,63.0,0.7590361445783133
Bihar,VAISHALI,2011,Rabi,Linseed,32.0,28.0,0.875
Bihar,VAISHALI,2011,Rabi,Maize,7537.0,28332.0,3.759055327053204
Bihar,VAISHALI,2011,Rabi,Masoor,243.0,273.0,1.123456790123457
Bihar,VAISHALI,2011,Rabi,Other  Rabi pulses,31.0,34.0,1.096774193548387
Bihar,VAISHALI,2011,Rabi,Peas & beans (Pulses),22.0,23.0,1.0454545454545454
Bihar,VAISHALI,2011,Rabi,Rapeseed &Mustard,2871.0,4318.0,1.5040055729710902
Bihar,VAISHALI,2011,Rabi,Sunflower,12.0,17.0,1.4166666666666667
Bihar,VAISHALI,2011,Rabi,Wheat,44757.0,172444.0,3.8528945192930717
Bihar,VAISHALI,2011,Summer,Maize,11371.0,46909.0,4.1253187934218625
Bihar,VAISHALI,2011,Summer,Moong(Green Gram),7225.0,2146.0,0.2970242214532872
Bihar,VAISHALI,2011,Summer,Rice,151.0,275.0,1.8211920529801324
Bihar,VAISHALI,2011,Whole Year,Tobacco,5359.0,10102.0,1.8850531815637246
Bihar,VAISHALI,2011,Winter,Rice,38432.0,92937.0,2.4182191923397167
Bihar,VAISHALI,2012,Autumn,Maize,14160.0,44684.0,3.1556497175141245
Bihar,VAISHALI,2012,Autumn,Rice,7820.0,18287.0,2.3384910485933506
Bihar,VAISHALI,2012,Kharif,Arhar/Tur,728.0,1489.0,2.04532967032967
Bihar,VAISHALI,2012,Kharif,Mesta,349.0,1178.0,3.3753581661891117
Bihar,VAISHALI,2012,Kharif,Moong(Green Gram),34.0,13.0,0.38235294117647056
Bihar,VAISHALI,2012,Kharif,Ragi,208.0,395.0,1.8990384615384615
Bihar,VAISHALI,2012,Kharif,Sesamum,88.0,77.0,0.875
Bihar,VAISHALI,2012,Kharif,Small millets,309.0,243.0,0.7864077669902912
Bihar,VAISHALI,2012,Kharif,Urad,309.0,274.0,0.8867313915857605
Bihar,VAISHALI,2012,Rabi,Barley,56.0,86.0,1.5357142857142858
Bihar,VAISHALI,2012,Rabi,Gram,68.0,95.0,1.3970588235294117
Bihar,VAISHALI,2012,Rabi,Khesari,79.0,62.0,0.7848101265822784
Bihar,VAISHALI,2012,Rabi,Linseed,46.0,40.0,0.8695652173913043
Bihar,VAISHALI,2012,Rabi,Maize,7128.0,13935.0,1.95496632996633
Bihar,VAISHALI,2012,Rabi,Masoor,224.0,201.0,0.8973214285714286
Bihar,VAISHALI,2012,Rabi,Peas & beans (Pulses),28.0,29.0,1.0357142857142858
Bihar,VAISHALI,2012,Rabi,Rapeseed &Mustard,2948.0,5560.0,1.8860244233378562
Bihar,VAISHALI,2012,Rabi,Sunflower,4.0,6.0,1.5
Bihar,VAISHALI,2012,Rabi,Wheat,44172.0,122646.0,2.7765552838902474
Bihar,VAISHALI,2012,Summer,Maize,11371.0,64461.0,5.6688945563274995
Bihar,VAISHALI,2012,Summer,Moong(Green Gram),7225.0,4508.0,0.6239446366782007
Bihar,VAISHALI,2012,Summer,Rice,151.0,427.0,2.827814569536424
Bihar,VAISHALI,2012,Whole Year,Sugarcane,398.0,30949.0,77.76130653266331
Bihar,VAISHALI,2012,Whole Year,Tobacco,6272.0,11854.0,1.889987244897959
Bihar,VAISHALI,2012,Winter,Rice,38381.0,93187.0,2.4279461191735496
Bihar,VAISHALI,2013,Autumn,Maize,15665.0,56977.0,3.63721672518353
Bihar,VAISHALI,2013,Autumn,Rice,4298.0,3684.0,0.8571428571428571
Bihar,VAISHALI,2013,Kharif,Arhar/Tur,646.0,1205.0,1.8653250773993808
Bihar,VAISHALI,2013,Kharif,Jute,49.0,700.0,14.285714285714286
Bihar,VAISHALI,2013,Kharif,Mesta,222.0,1465.0,6.599099099099099
Bihar,VAISHALI,2013,Kharif,Moong(Green Gram),15.0,5.0,0.3333333333333333
Bihar,VAISHALI,2013,Kharif,Ragi,274.0,257.0,0.9379562043795621
Bihar,VAISHALI,2013,Kharif,Sesamum,84.0,75.0,0.8928571428571429
Bihar,VAISHALI,2013,Kharif,Small millets,151.0,119.0,0.7880794701986755
Bihar,VAISHALI,2013,Kharif,Urad,271.0,247.0,0.9114391143911439
Bihar,VAISHALI,2013,Rabi,Barley,19.0,28.0,1.4736842105263157
Bihar,VAISHALI,2013,Rabi,Gram,30.0,34.0,1.1333333333333333
Bihar,VAISHALI,2013,Rabi,Khesari,36.0,40.0,1.1111111111111112
Bihar,VAISHALI,2013,Rabi,Maize,5946.0,24801.0,4.171039354187689
Bihar,VAISHALI,2013,Rabi,Masoor,176.0,329.0,1.8693181818181819
Bihar,VAISHALI,2013,Rabi,Other  Rabi pulses,12.0,12.0,1.0
Bihar,VAISHALI,2013,Rabi,Peas & beans (Pulses),11.0,12.0,1.0909090909090908
Bihar,VAISHALI,2013,Rabi,Rapeseed &Mustard,3058.0,4945.0,1.617069980379333
Bihar,VAISHALI,2013,Rabi,Wheat,43724.0,147148.0,3.365382856097338
Bihar,VAISHALI,2013,Summer,Maize,11247.0,60470.0,5.376544856406153
Bihar,VAISHALI,2013,Summer,Moong(Green Gram),8117.0,5487.0,0.675988665763213
Bihar,VAISHALI,2013,Summer,Rice,686.0,1609.0,2.3454810495626823
Bihar,VAISHALI,2013,Whole Year,Sugarcane,198.0,10337.0,52.207070707070706
Bihar,VAISHALI,2013,Whole Year,Tobacco,6249.0,11879.0,1.9009441510641703
Bihar,VAISHALI,2013,Winter,Rice,35229.0,53367.0,1.5148599165460275
Bihar,VAISHALI,2014,Autumn,Maize,14063.0,54235.0,3.8565739884804096
Bihar,VAISHALI,2014,Autumn,Rice,5925.0,6254.0,1.0555274261603376
Bihar,VAISHALI,2014,Kharif,Arhar/Tur,591.0,1200.0,2.030456852791878
Bihar,VAISHALI,2014,Kharif,Jute,17.0,254.0,14.941176470588236
Bihar,VAISHALI,2014,Kharif,Mesta,263.0,3396.0,12.912547528517111
Bihar,VAISHALI,2014,Kharif,Moong(Green Gram),12.0,7.0,0.5833333333333334
Bihar,VAISHALI,2014,Kharif,Other Kharif pulses,36.0,29.0,0.8055555555555556
Bihar,VAISHALI,2014,Kharif,Ragi,283.0,356.0,1.2579505300353357
Bihar,VAISHALI,2014,Kharif,Sannhamp,49.0,39.0,0.7959183673469388
Bihar,VAISHALI,2014,Kharif,Sesamum,26.0,23.0,0.8846153846153846
Bihar,VAISHALI,2014,Kharif,Small millets,148.0,117.0,0.7905405405405406
Bihar,VAISHALI,2014,Kharif,Urad,232.0,211.0,0.9094827586206896
Bihar,VAISHALI,2014,Rabi,Barley,37.0,63.0,1.7027027027027026
Bihar,VAISHALI,2014,Rabi,Khesari,29.0,29.0,1.0
Bihar,VAISHALI,2014,Rabi,Linseed,33.0,28.0,0.8484848484848485
Bihar,VAISHALI,2014,Rabi,Maize,6555.0,31785.0,4.848970251716247
Bihar,VAISHALI,2014,Rabi,Masoor,196.0,70.0,0.35714285714285715
Bihar,VAISHALI,2014,Rabi,Other  Rabi pulses,15.0,15.0,1.0
Bihar,VAISHALI,2014,Rabi,Peas & beans (Pulses),19.0,15.0,0.7894736842105263
Bihar,VAISHALI,2014,Rabi,Rapeseed &Mustard,3171.0,6250.0,1.9709870703248187
Bihar,VAISHALI,2014,Rabi,Sunflower,3.0,4.0,1.3333333333333333
Bihar,VAISHALI,2014,Rabi,Wheat,44811.0,93816.0,2.0935930909821248
Bihar,VAISHALI,2014,Summer,Maize,11707.0,45431.0,3.8806696848039635
Bihar,VAISHALI,2014,Summer,Moong(Green Gram),7797.0,4039.0,0.5180197511863537
Bihar,VAISHALI,2014,Summer,Rice,681.0,1519.0,2.2305433186490453
Bihar,VAISHALI,2014,Whole Year,Sugarcane,199.0,10030.0,50.402010050251256
Bihar,VAISHALI,2014,Whole Year,Tobacco,5027.0,8863.0,1.76307937139447
Bihar,VAISHALI,2014,Winter,Rice,39578.0,90475.0,2.2859922178988326
Chandigarh,CHANDIGARH,1998,Kharif,Arhar/Tur,8.0,8.0,1.0
Chandigarh,CHANDIGARH,1998,Kharif,Maize,380.0,1330.0,3.5
Chandigarh,CHANDIGARH,1998,Kharif,Moong(Green Gram),3.0,3.0,1.0
Chandigarh,CHANDIGARH,1998,Kharif,Rice,120.0,360.0,3.0
Chandigarh,CHANDIGARH,1998,Kharif,Urad,12.0,10.0,0.8333333333333334
Chandigarh,CHANDIGARH,1998,Rabi,Gram,4.0,4.0,1.0
Chandigarh,CHANDIGARH,1998,Rabi,Masoor,2.0,3.0,1.5
Chandigarh,CHANDIGARH,1998,Rabi,Rapeseed &Mustard,120.0,130.0,1.0833333333333333
Chandigarh,CHANDIGARH,1998,Rabi,Wheat,880.0,3960.0,4.5
Chandigarh,CHANDIGARH,1998,Whole Year,Onion,18.0,450.0,25.0
Chandigarh,CHANDIGARH,1998,Whole Year,Potato,130.0,3250.0,25.0
Chandigarh,CHANDIGARH,1999,Kharif,Arhar/Tur,80.0,80.0,1.0
Chandigarh,CHANDIGARH,1999,Kharif,Maize,325.0,810.0,2.4923076923076923
Chandigarh,CHANDIGARH,1999,Kharif,Moong(Green Gram),2.0,2.0,1.0
Chandigarh,CHANDIGARH,1999,Kharif,Rice,80.0,240.0,3.0
Chandigarh,CHANDIGARH,1999,Kharif,Urad,10.0,8.0,0.8
Chandigarh,CHANDIGARH,1999,Rabi,Gram,2.0,2.0,1.0
Chandigarh,CHANDIGARH,1999,Rabi,Masoor,2.0,3.0,1.5
Chandigarh,CHANDIGARH,1999,Rabi,Rapeseed &Mustard,100.0,120.0,1.2
Chandigarh,CHANDIGARH,1999,Rabi,Wheat,800.0,3600.0,4.5
Chandigarh,CHANDIGARH,1999,Whole Year,Onion,15.0,225.0,15.0
Chandigarh,CHANDIGARH,1999,Whole Year,Potato,110.0,2750.0,25.0
Chandigarh,CHANDIGARH,2000,Kharif,Maize,200.0,500.0,2.5
Chandigarh,CHANDIGARH,2000,Kharif,Moong(Green Gram),2.0,2.0,1.0
Chandigarh,CHANDIGARH,2000,Kharif,Rice,70.0,350.0,5.0
Chandigarh,CHANDIGARH,2000,Kharif,Urad,10.0,8.0,0.8
Chandigarh,CHANDIGARH,2000,Rabi,Gram,1.0,1.0,1.0
Chandigarh,CHANDIGARH,2000,Rabi,Masoor,1.0,1.5,1.5
Chandigarh,CHANDIGARH,2000,Rabi,Rapeseed &Mustard,80.0,96.0,1.2
Chandigarh,CHANDIGARH,2000,Rabi,Wheat,750.0,3375.0,4.5
Chandigarh,CHANDIGARH,2000,Whole Year,Onion,12.0,180.0,15.0
Chandigarh,CHANDIGARH,2000,Whole Year,Potato,80.0,2000.0,25.0
Chandigarh,CHANDIGARH,2001,Kharif,Maize,200.0,450.0,2.25
Chandigarh,CHANDIGARH,2001,Kharif,Rice,50.0,250.0,5.0
Chandigarh,CHANDIGARH,2001,Kharif,Urad,20.0,20.0,1.0
Chandigarh,CHANDIGARH,2001,Rabi,Masoor,20.0,25.0,1.25
Chandigarh,CHANDIGARH,2001,Rabi,Rapeseed &Mustard,70.0,125.0,1.7857142857142858
Chandigarh,CHANDIGARH,2001,Rabi,Sunflower,5.0,13.0,2.6
Chandigarh,CHANDIGARH,2001,Rabi,Wheat,750.0,3350.0,4.466666666666667
Chandigarh,CHANDIGARH,2001,Whole Year,Onion,25.0,375.0,15.0
Chandigarh,CHANDIGARH,2001,Whole Year,Potato,80.0,2000.0,25.0
Chandigarh,CHANDIGARH,2002,Kharif,Maize,200.0,450.0,2.25
Chandigarh,CHANDIGARH,2002,Kharif,Rice,140.0,700.0,5.0
Chandigarh,CHANDIGARH,2002,Kharif,Urad,5.0,5.0,1.0
Chandigarh,CHANDIGARH,2002,Rabi,Rapeseed &Mustard,30.0,50.0,1.6666666666666667
Chandigarh,CHANDIGARH,2002,Rabi,Sunflower,5.0,15.0,3.0
Chandigarh,CHANDIGARH,2002,Rabi,Wheat,700.0,3315.0,4.735714285714286
Chandigarh,CHANDIGARH,2002,Whole Year,Onion,3.0,95.0,31.666666666666668
Chandigarh,CHANDIGARH,2002,Whole Year,Potato,50.0,1300.0,26.0
Chandigarh,CHANDIGARH,2003,Kharif,Maize,100.0,200.0,2.0
Chandigarh,CHANDIGARH,2003,Kharif,Rice,100.0,500.0,5.0
Chandigarh,CHANDIGARH,2003,Rabi,Wheat,650.0,3000.0,4.615384615384615
Chandigarh,CHANDIGARH,2003,Whole Year,Onion,6.0,105.0,17.5
Chandigarh,CHANDIGARH,2003,Whole Year,Potato,40.0,800.0,20.0
Chandigarh,CHANDIGARH,2004,Kharif,Maize,60.0,120.0,2.0
Chandigarh,CHANDIGARH,2004,Kharif,Rice,80.0,400.0,5.0
Chandigarh,CHANDIGARH,2004,Rabi,Wheat,600.0,2400.0,4.0
Chandigarh,CHANDIGARH,2004,Whole Year,Onion,5.0,85.0,17.0
Chandigarh,CHANDIGARH,2004,Whole Year,Potato,25.0,450.0,18.0
Chandigarh,CHANDIGARH,2005,Kharif,Maize,20.0,40.0,2.0
Chandigarh,CHANDIGARH,2005,Kharif,Rice,50.0,250.0,5.0
Chandigarh,CHANDIGARH,2005,Rabi,Wheat,600.0,2750.0,4.583333333333333
Chandigarh,CHANDIGARH,2005,Whole Year,Onion,5.0,85.0,17.0
Chandigarh,CHANDIGARH,2005,Whole Year,Potato,20.0,360.0,18.0
Chandigarh,CHANDIGARH,2006,Kharif,Maize,20.0,40.0,2.0
Chandigarh,CHANDIGARH,2006,Kharif,Rice,50.0,250.0,5.0
Chandigarh,CHANDIGARH,2006,Rabi,Wheat,600.0,2800.0,4.666666666666667
Chandigarh,CHANDIGARH,2006,Whole Year,Onion,4.0,68.0,17.0
Chandigarh,CHANDIGARH,2006,Whole Year,Potato,10.0,160.0,16.0
Chandigarh,CHANDIGARH,2007,Kharif,Maize,20.0,40.0,2.0
Chandigarh,CHANDIGARH,2007,Kharif,Rice,50.0,250.0,5.0
Chandigarh,CHANDIGARH,2007,Rabi,Wheat,600.0,2800.0,4.666666666666667
Chandigarh,CHANDIGARH,2007,Whole Year,Onion,2.0,35.0,17.5
Chandigarh,CHANDIGARH,2007,Whole Year,Potato,10.0,170.0,17.0
Chandigarh,CHANDIGARH,2008,Kharif,Maize,60.0,125.0,2.0833333333333335
Chandigarh,CHANDIGARH,2008,Kharif,Rice,20.0,100.0,5.0
Chandigarh,CHANDIGARH,2008,Rabi,Wheat,600.0,2700.0,4.5
Chandigarh,CHANDIGARH,2008,Whole Year,Onion,4.0,70.0,17.5
Chandigarh,CHANDIGARH,2008,Whole Year,Potato,10.0,200.0,20.0
Chandigarh,CHANDIGARH,2009,Kharif,Maize,30.0,65.0,2.1666666666666665
Chandigarh,CHANDIGARH,2009,Kharif,Rice,20.0,100.0,5.0
Chandigarh,CHANDIGARH,2009,Rabi,Wheat,600.0,2700.0,4.5
Chandigarh,CHANDIGARH,2009,Whole Year,Onion,3.0,55.0,18.333333333333332
Chandigarh,CHANDIGARH,2009,Whole Year,Potato,9.0,175.0,19.444444444444443
Chandigarh,CHANDIGARH,2010,Kharif,Maize,25.0,55.0,2.2
Chandigarh,CHANDIGARH,2010,Kharif,Rice,20.0,103.0,5.15
Chandigarh,CHANDIGARH,2010,Rabi,Wheat,600.0,2715.0,4.525
Chandigarh,CHANDIGARH,2010,Whole Year,Onion,3.0,56.0,18.666666666666668
Chandigarh,CHANDIGARH,2010,Whole Year,Potato,9.0,180.0,20.0
Chhattisgarh,BALOD,2011,Kharif,Arhar/Tur,607.0,290.0,0.47775947281713343
Chhattisgarh,BALOD,2011,Kharif,Horse-gram,288.0,102.0,0.3541666666666667
Chhattisgarh,BALOD,2011,Kharif,Jowar,11.0,8.0,0.7272727272727273
Chhattisgarh,BALOD,2011,Kharif,Maize,125.0,149.0,1.192
Chhattisgarh,BALOD,2011,Kharif,Mesta,8.0,15.0,1.875
Chhattisgarh,BALOD,2011,Kharif,Moong(Green Gram),46.0,12.0,0.2608695652173913
Chhattisgarh,BALOD,2011,Kharif,Other Kharif pulses,218.0,1.0,0.0045871559633027525
Chhattisgarh,BALOD,2011,Kharif,Ragi,4.0,1.0,0.25
Chhattisgarh,BALOD,2011,Kharif,Rice,177115.0,327525.0,1.849222256725856
Chhattisgarh,BALOD,2011,Kharif,Sesamum,291.0,111.0,0.38144329896907214
Chhattisgarh,BALOD,2011,Kharif,Small millets,1448.0,203.0,0.14019337016574585
Chhattisgarh,BALOD,2011,Kharif,Soyabean,136.0,101.0,0.7426470588235294
Chhattisgarh,BALOD,2011,Kharif,Sunflower,37.0,36.0,0.972972972972973
Chhattisgarh,BALOD,2011,Kharif,Urad,1261.0,383.0,0.3037272006344171
Chhattisgarh,BALOD,2011,Rabi,Barley,3.0,3.0,1.0
Chhattisgarh,BALOD,2011,Rabi,Gram,7467.0,8088.0,1.0831659300924066
Chhattisgarh,BALOD,2011,Rabi,Horse-gram,66.0,19.0,0.2878787878787879
Chhattisgarh,BALOD,2011,Rabi,Khesari,50711.0,26666.0,0.5258425193744947
Chhattisgarh,BALOD,2011,Rabi,Linseed,4365.0,1573.0,0.36036655211912944
Chhattisgarh,BALOD,2011,Rabi,Masoor,797.0,138.0,0.17314930991217065
Chhattisgarh,BALOD,2011,Rabi,Moong(Green Gram),185.0,50.0,0.2702702702702703
Chhattisgarh,BALOD,2011,Rabi,Other  Rabi pulses,838.0,3.0,0.003579952267303103
Chhattisgarh,BALOD,2011,Rabi,Peas & beans (Pulses),473.0,157.0,0.33192389006342493
Chhattisgarh,BALOD,2011,Rabi,Rapeseed &Mustard,1154.0,464.0,0.4020797227036395
Chhattisgarh,BALOD,2011,Rabi,Safflower,15.0,4.0,0.26666666666666666
Chhattisgarh,BALOD,2011,Rabi,Urad,1088.0,267.0,0.24540441176470587
Chhattisgarh,BALOD,2011,Rabi,Wheat,3664.0,3863.0,1.0543122270742358
Chhattisgarh,BALOD,2011,Whole Year,Banana,16.0,488.0,30.5
Chhattisgarh,BALOD,2011,Whole Year,Coriander,284.0,78.0,0.2746478873239437
Chhattisgarh,BALOD,2011,Whole Year,Dry chillies,25.0,27.0,1.08
Chhattisgarh,BALOD,2011,Whole Year,Dry ginger,1.0,1.0,1.0
Chhattisgarh,BALOD,2011,Whole Year,Onion,10.0,38.0,3.8
Chhattisgarh,BALOD,2011,Whole Year,Sannhamp,1.0,2.0,2.0
Chhattisgarh,BALOD,2011,Whole Year,Sugarcane,42.0,504.0,12.0
Chhattisgarh,BALOD,2011,Whole Year,Sweet potato,7.0,43.0,6.142857142857143
Chhattisgarh,BALOD,2012,Kharif,Arhar/Tur,571.0,304.0,0.532399299474606
Chhattisgarh,BALOD,2012,Kharif,Horse-gram,274.0,90.0,0.3284671532846715
Chhattisgarh,BALOD,2012,Kharif,Jowar,12.0,7.0,0.5833333333333334
