State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Rajasthan,JAISALMER,2009,Whole Year ,Guar seed,317496.00,2576.00
Rajasthan,JAISALMER,2009,Whole Year ,Potato,7.00,
Rajasthan,JAISALMER,2009,Whole Year ,Sugarcane,1.00,58.00
Rajasthan,JAISALMER,2010,Kharif     ,Bajra,191205.00,90732.00
Rajasthan,JAISALMER,2010,Kharif     ,Castor seed,2103.00,607.00
Rajasthan,JAISALMER,2010,Kharif     ,Cotton(lint),39.00,17.00
Rajasthan,JAISALMER,2010,Kharif     ,Groundnut,11221.00,16291.00
Rajasthan,JAISALMER,2010,Kharif     ,Jowar,2552.00,1787.00
Rajasthan,JAISALMER,2010,Kharif     ,Moong(Green Gram),9981.00,6203.00
Rajasthan,JAISALMER,2010,Kharif     ,Moth,3157.00,1535.00
Rajasthan,JAISALMER,2010,Kharif     ,Other Kharif pulses,2.00,1.00
Rajasthan,JAISALMER,2010,Kharif     ,Sesamum,813.00,332.00
Rajasthan,JAISALMER,2010,Rabi       ,Barley,200.00,570.00
Rajasthan,JAISALMER,2010,Rabi       ,Gram,79529.00,52035.00
Rajasthan,JAISALMER,2010,Rabi       ,other oilseeds,23352.00,9927.00
Rajasthan,JAISALMER,2010,Rabi       ,Rapeseed &Mustard,69288.00,54207.00
Rajasthan,JAISALMER,2010,Rabi       ,Wheat,15127.00,51937.00
Rajasthan,JAISALMER,2010,Whole Year ,Coriander,9.00,10.00
Rajasthan,JAISALMER,2010,Whole Year ,Dry chillies,18.00,9.00
Rajasthan,JAISALMER,2010,Whole Year ,Guar seed,424326.00,127179.00
Rajasthan,JAISALMER,2010,Whole Year ,Onion,22.00,10.00
Rajasthan,JAISALMER,2010,Whole Year ,Sugarcane,1.00,67.00
Rajasthan,JALORE,1997,Kharif     ,Bajra,328400.00,161400.00
Rajasthan,JALORE,1997,Kharif     ,Castor seed,14600.00,10200.00
Rajasthan,JALORE,1997,Kharif     ,Cotton(lint),2200.00,1764.00
Rajasthan,JALORE,1997,Kharif     ,Groundnut,200.00,200.00
Rajasthan,JALORE,1997,Kharif     ,Jowar,5700.00,2700.00
Rajasthan,JALORE,1997,Kharif     ,Maize,300.00,400.00
Rajasthan,JALORE,1997,Kharif     ,Onion,200.00,900.00
Rajasthan,JALORE,1997,Kharif     ,Sesamum,31500.00,5700.00
Rajasthan,JALORE,1997,Rabi       ,Barley,700.00,1300.00
Rajasthan,JALORE,1997,Rabi       ,Gram,9300.00,8000.00
Rajasthan,JALORE,1997,Rabi       ,Rapeseed &Mustard,139600.00,105100.00
Rajasthan,JALORE,1997,Rabi       ,Wheat,45900.00,65500.00
Rajasthan,JALORE,1998,Kharif     ,Arhar/Tur,1.00,1.00
Rajasthan,JALORE,1998,Kharif     ,Bajra,207033.00,22989.00
Rajasthan,JALORE,1998,Kharif     ,Castor seed,12762.00,14102.00
Rajasthan,JALORE,1998,Kharif     ,Cotton(lint),2110.00,675.00
Rajasthan,JALORE,1998,Kharif     ,Groundnut,154.00,168.00
Rajasthan,JALORE,1998,Kharif     ,Jowar,1522.00,452.00
Rajasthan,JALORE,1998,Kharif     ,Maize,193.00,209.00
Rajasthan,JALORE,1998,Kharif     ,Moong(Green Gram),28472.00,
Rajasthan,JALORE,1998,Kharif     ,Moth,7725.00,623.00
Rajasthan,JALORE,1998,Kharif     ,Other Kharif pulses,406.00,7.00
Rajasthan,JALORE,1998,Kharif     ,Sannhamp,28.00,
Rajasthan,JALORE,1998,Kharif     ,Sesamum,17152.00,252.00
Rajasthan,JALORE,1998,Rabi       ,Barley,792.00,1565.00
Rajasthan,JALORE,1998,Rabi       ,Gram,12173.00,8966.00
Rajasthan,JALORE,1998,Rabi       ,Other  Rabi pulses,11.00,13.00
Rajasthan,JALORE,1998,Rabi       ,Peas & beans (Pulses),1.00,2.00
Rajasthan,JALORE,1998,Rabi       ,Rapeseed &Mustard,170597.00,160561.00
Rajasthan,JALORE,1998,Rabi       ,Tobacco,9.00,4.00
Rajasthan,JALORE,1998,Rabi       ,Wheat,46124.00,77345.00
Rajasthan,JALORE,1998,Whole Year ,Coriander,1.00,1.00
Rajasthan,JALORE,1998,Whole Year ,Dry chillies,395.00,463.00
Rajasthan,JALORE,1998,Whole Year ,Garlic,8.00,3.00
Rajasthan,JALORE,1998,Whole Year ,Onion,303.00,847.00
Rajasthan,JALORE,1998,Whole Year ,Potato,34.00,105.00
Rajasthan,JALORE,1998,Whole Year ,Sweet potato,60.00,242.00
Rajasthan,JALORE,1999,Kharif     ,Bajra,253824.00,6125.00
Rajasthan,JALORE,1999,Kharif     ,Castor seed,25757.00,15673.00
Rajasthan,JALORE,1999,Kharif     ,Cotton(lint),1435.00,247.00
Rajasthan,JALORE,1999,Kharif     ,Groundnut,16.00,16.00
Rajasthan,JALORE,1999,Kharif     ,Jowar,1820.00,567.00
Rajasthan,JALORE,1999,Kharif     ,Maize,110.00,114.00
Rajasthan,JALORE,1999,Kharif     ,Moong(Green Gram),38179.00,
Rajasthan,JALORE,1999,Kharif     ,Moth,7679.00,297.00
Rajasthan,JALORE,1999,Kharif     ,Other Kharif pulses,626.00,1.00
Rajasthan,JALORE,1999,Kharif     ,Sesamum,25398.00,125.00
Rajasthan,JALORE,1999,Kharif     ,Small millets,617.00,29.00
Rajasthan,JALORE,1999,Kharif     ,Sunflower,1.00,
Rajasthan,JALORE,1999,Rabi       ,Barley,573.00,1157.00
Rajasthan,JALORE,1999,Rabi       ,Gram,1214.00,844.00
Rajasthan,JALORE,1999,Rabi       ,Linseed,1.00,1.00
Rajasthan,JALORE,1999,Rabi       ,Other  Rabi pulses,15.00,18.00
Rajasthan,JALORE,1999,Rabi       ,Rapeseed &Mustard,118686.00,87009.00
Rajasthan,JALORE,1999,Rabi       ,Wheat,41077.00,61666.00
Rajasthan,JALORE,1999,Whole Year ,Coriander,1.00,
Rajasthan,JALORE,1999,Whole Year ,Dry chillies,631.00,694.00
Rajasthan,JALORE,1999,Whole Year ,Garlic,3.00,2.00
Rajasthan,JALORE,1999,Whole Year ,Guar seed,56660.00,366.00
Rajasthan,JALORE,1999,Whole Year ,Onion,211.00,525.00
Rajasthan,JALORE,1999,Whole Year ,Sannhamp,11.00,
Rajasthan,JALORE,1999,Whole Year ,Sweet potato,35.00,43.00
Rajasthan,JALORE,1999,Whole Year ,Tobacco,53.00,16.00
Rajasthan,JALORE,2000,Kharif     ,Bajra,342774.00,107127.00
Rajasthan,JALORE,2000,Kharif     ,Castor seed,46915.00,16455.00
Rajasthan,JALORE,2000,Kharif     ,Cotton(lint),481.00,600.00
Rajasthan,JALORE,2000,Kharif     ,Groundnut,33.00,31.00
Rajasthan,JALORE,2000,Kharif     ,Jowar,3098.00,622.00
Rajasthan,JALORE,2000,Kharif     ,Maize,142.00,149.00
Rajasthan,JALORE,2000,Kharif     ,Moong(Green Gram),59082.00,7172.00
Rajasthan,JALORE,2000,Kharif     ,Moth,21034.00,1183.00
Rajasthan,JALORE,2000,Kharif     ,Other Kharif pulses,481.00,6.00
Rajasthan,JALORE,2000,Kharif     ,Sesamum,21467.00,286.00
Rajasthan,JALORE,2000,Kharif     ,Small millets,1022.00,4.00
Rajasthan,JALORE,2000,Rabi       ,Barley,530.00,962.00
Rajasthan,JALORE,2000,Rabi       ,Gram,480.00,283.00
Rajasthan,JALORE,2000,Rabi       ,Other  Rabi pulses,11.00,12.00
Rajasthan,JALORE,2000,Rabi       ,Rapeseed &Mustard,16767.00,14627.00
Rajasthan,JALORE,2000,Rabi       ,Wheat,34339.00,43263.00
Rajasthan,JALORE,2000,Whole Year ,Coriander,1.00,1.00
Rajasthan,JALORE,2000,Whole Year ,Dry chillies,641.00,641.00
Rajasthan,JALORE,2000,Whole Year ,Garlic,14.00,15.00
Rajasthan,JALORE,2000,Whole Year ,Guar seed,84102.00,700.00
Rajasthan,JALORE,2000,Whole Year ,Onion,214.00,468.00
Rajasthan,JALORE,2000,Whole Year ,Potato,17.00,32.00
Rajasthan,JALORE,2000,Whole Year ,Sannhamp,3.00,
Rajasthan,JALORE,2000,Whole Year ,Sweet potato,29.00,38.00
Rajasthan,JALORE,2000,Whole Year ,Tobacco,29.00,17.00
Rajasthan,JALORE,2001,Kharif     ,Arhar/Tur,1.00,
Rajasthan,JALORE,2001,Kharif     ,Bajra,366428.00,205234.00
Rajasthan,JALORE,2001,Kharif     ,Castor seed,19039.00,24080.00
Rajasthan,JALORE,2001,Kharif     ,Cotton(lint),489.00,1753.00
Rajasthan,JALORE,2001,Kharif     ,Groundnut,39.00,48.00
Rajasthan,JALORE,2001,Kharif     ,Jowar,4751.00,1966.00
Rajasthan,JALORE,2001,Kharif     ,Maize,112.00,163.00
Rajasthan,JALORE,2001,Kharif     ,Moong(Green Gram),67790.00,17800.00
Rajasthan,JALORE,2001,Kharif     ,Moth,16048.00,1698.00
Rajasthan,JALORE,2001,Kharif     ,Other Kharif pulses,322.00,166.00
Rajasthan,JALORE,2001,Kharif     ,Sesamum,20709.00,5320.00
Rajasthan,JALORE,2001,Kharif     ,Small millets,1003.00,368.00
Rajasthan,JALORE,2001,Rabi       ,Barley,239.00,615.00
Rajasthan,JALORE,2001,Rabi       ,Gram,3610.00,2738.00
Rajasthan,JALORE,2001,Rabi       ,Linseed,8.00,6.00
Rajasthan,JALORE,2001,Rabi       ,Other  Rabi pulses,48.00,49.00
Rajasthan,JALORE,2001,Rabi       ,Rapeseed &Mustard,31994.00,27344.00
Rajasthan,JALORE,2001,Rabi       ,Wheat,28665.00,37235.00
Rajasthan,JALORE,2001,Whole Year ,Coriander,13.00,8.00
Rajasthan,JALORE,2001,Whole Year ,Dry chillies,827.00,1819.00
Rajasthan,JALORE,2001,Whole Year ,Garlic,7.00,7.00
Rajasthan,JALORE,2001,Whole Year ,Guar seed,87793.00,41289.00
Rajasthan,JALORE,2001,Whole Year ,Onion,197.00,518.00
Rajasthan,JALORE,2001,Whole Year ,Potato,18.00,36.00
Rajasthan,JALORE,2001,Whole Year ,Sannhamp,4.00,2.00
Rajasthan,JALORE,2001,Whole Year ,Sweet potato,55.00,151.00
Rajasthan,JALORE,2001,Whole Year ,Tobacco,5.00,2.00
Rajasthan,JALORE,2002,Kharif     ,Bajra,361934.00,57274.00
Rajasthan,JALORE,2002,Kharif     ,Castor seed,7943.00,14084.00
Rajasthan,JALORE,2002,Kharif     ,Cotton(lint),381.00,782.00
Rajasthan,JALORE,2002,Kharif     ,Groundnut,75.00,51.00
Rajasthan,JALORE,2002,Kharif     ,Jowar,1331.00,171.00
Rajasthan,JALORE,2002,Kharif     ,Maize,63.00,56.00
Rajasthan,JALORE,2002,Kharif     ,Moong(Green Gram),49422.00,410.00
Rajasthan,JALORE,2002,Kharif     ,Moth,7184.00,
Rajasthan,JALORE,2002,Kharif     ,Other Kharif pulses,290.00,13.00
Rajasthan,JALORE,2002,Kharif     ,Sesamum,11083.00,
Rajasthan,JALORE,2002,Kharif     ,Small millets,587.00,.10
Rajasthan,JALORE,2002,Kharif     ,Sunflower,17.00,1.00
Rajasthan,JALORE,2002,Kharif     ,Urad,9.00,2.00
Rajasthan,JALORE,2002,Rabi       ,Barley,432.00,1006.00
Rajasthan,JALORE,2002,Rabi       ,Gram,17.00,13.00
Rajasthan,JALORE,2002,Rabi       ,Linseed,1.00,1.00
Rajasthan,JALORE,2002,Rabi       ,Rapeseed &Mustard,23684.00,23139.00
Rajasthan,JALORE,2002,Rabi       ,Wheat,29446.00,44959.00
Rajasthan,JALORE,2002,Whole Year ,Citrus Fruit,72.00,.00
Rajasthan,JALORE,2002,Whole Year ,Dry chillies,393.00,3346.00
Rajasthan,JALORE,2002,Whole Year ,Garlic,7.00,11.00
Rajasthan,JALORE,2002,Whole Year ,Guar seed,14344.00,79.00
Rajasthan,JALORE,2002,Whole Year ,Mango,40.00,.00
Rajasthan,JALORE,2002,Whole Year ,Onion,156.00,624.00
Rajasthan,JALORE,2002,Whole Year ,Orange,1.00,.00
Rajasthan,JALORE,2002,Whole Year ,Other Fresh Fruits,134.00,.00
Rajasthan,JALORE,2002,Whole Year ,Other Vegetables,1287.00,.00
Rajasthan,JALORE,2002,Whole Year ,Papaya,9.00,72.00
Rajasthan,JALORE,2002,Whole Year ,Pome Fruit,1.00,.00
Rajasthan,JALORE,2002,Whole Year ,Potato,45.00,86.00
Rajasthan,JALORE,2002,Whole Year ,Sannhamp,3.00,
Rajasthan,JALORE,2002,Whole Year ,Sweet potato,39.00,80.00
Rajasthan,JALORE,2002,Whole Year ,Tobacco,10.00,7.00
Rajasthan,JALORE,2002,Whole Year ,Water Melon,1.00,.00
Rajasthan,JALORE,2003,Kharif     ,Bajra,401931.00,505895.00
Rajasthan,JALORE,2003,Kharif     ,Castor seed,24877.00,40174.00
Rajasthan,JALORE,2003,Kharif     ,Cotton(lint),231.00,476.00
Rajasthan,JALORE,2003,Kharif     ,Groundnut,107.00,168.00
Rajasthan,JALORE,2003,Kharif     ,Jowar,4339.00,3113.00
Rajasthan,JALORE,2003,Kharif     ,Maize,56.00,104.00
Rajasthan,JALORE,2003,Kharif     ,Moong(Green Gram),76523.00,58299.00
Rajasthan,JALORE,2003,Kharif     ,Moth,21498.00,11887.00
Rajasthan,JALORE,2003,Kharif     ,Other Kharif pulses,301.00,191.00
Rajasthan,JALORE,2003,Kharif     ,Sesamum,16809.00,9036.00
Rajasthan,JALORE,2003,Kharif     ,Small millets,57.00,40.00
Rajasthan,JALORE,2003,Kharif     ,Urad,2.00,1.00
Rajasthan,JALORE,2003,Rabi       ,Barley,264.00,594.00
Rajasthan,JALORE,2003,Rabi       ,Gram,7288.00,4612.00
Rajasthan,JALORE,2003,Rabi       ,Other  Rabi pulses,54.00,54.00
Rajasthan,JALORE,2003,Rabi       ,Rapeseed &Mustard,70043.00,79075.00
Rajasthan,JALORE,2003,Rabi       ,Wheat,29457.00,53836.00
Rajasthan,JALORE,2003,Whole Year ,Citrus Fruit,65.00,.00
Rajasthan,JALORE,2003,Whole Year ,Coriander,11.00,14.00
Rajasthan,JALORE,2003,Whole Year ,Dry chillies,561.00,1290.00
Rajasthan,JALORE,2003,Whole Year ,Guar seed,61073.00,
Rajasthan,JALORE,2003,Whole Year ,Mango,41.00,.00
Rajasthan,JALORE,2003,Whole Year ,Onion,249.00,748.00
Rajasthan,JALORE,2003,Whole Year ,Orange,1.00,.00
Rajasthan,JALORE,2003,Whole Year ,Other Fresh Fruits,310.00,.00
Rajasthan,JALORE,2003,Whole Year ,other oilseeds,42351.00,49970.00
Rajasthan,JALORE,2003,Whole Year ,Other Vegetables,1431.00,.00
Rajasthan,JALORE,2003,Whole Year ,Papaya,7.00,53.00
Rajasthan,JALORE,2003,Whole Year ,Pome Fruit,1.00,.00
Rajasthan,JALORE,2003,Whole Year ,Potato,47.00,85.00
Rajasthan,JALORE,2003,Whole Year ,Sweet potato,47.00,207.00
Rajasthan,JALORE,2003,Whole Year ,Tobacco,4.00,
Rajasthan,JALORE,2003,Whole Year ,Water Melon,1.00,.00
Rajasthan,JALORE,2004,Kharif     ,Bajra,365804.00,149171.00
Rajasthan,JALORE,2004,Kharif     ,Castor seed,41744.00,46215.00
Rajasthan,JALORE,2004,Kharif     ,Cotton(lint),684.00,1194.00
Rajasthan,JALORE,2004,Kharif     ,Groundnut,915.00,1418.00
Rajasthan,JALORE,2004,Kharif     ,Jowar,5339.00,2478.00
Rajasthan,JALORE,2004,Kharif     ,Maize,197.00,238.00
Rajasthan,JALORE,2004,Kharif     ,Moong(Green Gram),79299.00,13593.00
Rajasthan,JALORE,2004,Kharif     ,Moth,16838.00,297.00
Rajasthan,JALORE,2004,Kharif     ,Other Kharif pulses,301.00,33.00
Rajasthan,JALORE,2004,Kharif     ,Sesamum,27429.00,5388.00
Rajasthan,JALORE,2004,Kharif     ,Small millets,491.00,15.00
Rajasthan,JALORE,2004,Kharif     ,Soyabean,2.00,3.00
Rajasthan,JALORE,2004,Kharif     ,Urad,4.00,1.00
Rajasthan,JALORE,2004,Rabi       ,Barley,243.00,579.00
Rajasthan,JALORE,2004,Rabi       ,Gram,1.00,1.00
Rajasthan,JALORE,2004,Rabi       ,Other  Rabi pulses,1.00,3.00
Rajasthan,JALORE,2004,Rabi       ,Rapeseed &Mustard,79251.00,92741.00
Rajasthan,JALORE,2004,Rabi       ,Small millets,26.00,4.00
Rajasthan,JALORE,2004,Rabi       ,Wheat,22327.00,37852.00
Rajasthan,JALORE,2004,Whole Year ,Coriander,1.00,1.00
Rajasthan,JALORE,2004,Whole Year ,Dry chillies,740.00,1184.00
Rajasthan,JALORE,2004,Whole Year ,Garlic,1.00,
Rajasthan,JALORE,2004,Whole Year ,Guar seed,72741.00,3662.00
Rajasthan,JALORE,2004,Whole Year ,Onion,189.00,604.00
Rajasthan,JALORE,2004,Whole Year ,Potato,34.00,19.00
Rajasthan,JALORE,2004,Whole Year ,Sannhamp,7.00,2.00
Rajasthan,JALORE,2004,Whole Year ,Sweet potato,58.00,229.00
Rajasthan,JALORE,2004,Whole Year ,Tobacco,50.00,34.00
Rajasthan,JALORE,2005,Kharif     ,Bajra,352473.00,152781.00
Rajasthan,JALORE,2005,Kharif     ,Castor seed,43164.00,6550.00
Rajasthan,JALORE,2005,Kharif     ,Cotton(lint),291.00,541.00
Rajasthan,JALORE,2005,Kharif     ,Groundnut,2660.00,4114.00
Rajasthan,JALORE,2005,Kharif     ,Jowar,4452.00,1277.00
Rajasthan,JALORE,2005,Kharif     ,Maize,169.00,186.00
Rajasthan,JALORE,2005,Kharif     ,Moong(Green Gram),81595.00,14943.00
Rajasthan,JALORE,2005,Kharif     ,Moth,32071.00,23408.00
Rajasthan,JALORE,2005,Kharif     ,Other Kharif pulses,325.00,228.00
Rajasthan,JALORE,2005,Kharif     ,Sesamum,29360.00,1275.00
Rajasthan,JALORE,2005,Kharif     ,Small millets,1081.00,848.00
Rajasthan,JALORE,2005,Kharif     ,Soyabean,2.00,2.00
Rajasthan,JALORE,2005,Rabi       ,Barley,408.00,927.00
Rajasthan,JALORE,2005,Rabi       ,Gram,623.00,276.00
Rajasthan,JALORE,2005,Rabi       ,Peas & beans (Pulses),1.00,2.00
Rajasthan,JALORE,2005,Rabi       ,Rapeseed &Mustard,93939.00,114158.00
Rajasthan,JALORE,2005,Rabi       ,Small millets,178.00,267.00
Rajasthan,JALORE,2005,Rabi       ,Wheat,22327.00,32653.00
Rajasthan,JALORE,2005,Whole Year ,Coriander,1.00,1.00
Rajasthan,JALORE,2005,Whole Year ,Dry chillies,486.00,1361.00
Rajasthan,JALORE,2005,Whole Year ,Garlic,5.00,8.00
Rajasthan,JALORE,2005,Whole Year ,Guar seed,64147.00,23044.00
Rajasthan,JALORE,2005,Whole Year ,Onion,290.00,839.00
Rajasthan,JALORE,2005,Whole Year ,Potato,25.00,47.00
Rajasthan,JALORE,2005,Whole Year ,Sannhamp,8.00,2.00
Rajasthan,JALORE,2005,Whole Year ,Sweet potato,49.00,144.00
Rajasthan,JALORE,2005,Whole Year ,Tobacco,43.00,34.00
Rajasthan,JALORE,2006,Kharif     ,Bajra,358458.00,297803.00
Rajasthan,JALORE,2006,Kharif     ,Castor seed,30788.00,33513.00
Rajasthan,JALORE,2006,Kharif     ,Cotton(lint),126.00,46.00
Rajasthan,JALORE,2006,Kharif     ,Groundnut,1978.00,2582.00
Rajasthan,JALORE,2006,Kharif     ,Jowar,3097.00,1426.00
Rajasthan,JALORE,2006,Kharif     ,Maize,36.00,39.00
Rajasthan,JALORE,2006,Kharif     ,Moong(Green Gram),61535.00,26637.00
Rajasthan,JALORE,2006,Kharif     ,Moth,34534.00,25920.00
Rajasthan,JALORE,2006,Kharif     ,Other Kharif pulses,397.00,195.00
Rajasthan,JALORE,2006,Kharif     ,Sesamum,7486.00,1570.00
Rajasthan,JALORE,2006,Kharif     ,Small millets,1201.00,629.00
Rajasthan,JALORE,2006,Kharif     ,Urad,2.00,1.00
Rajasthan,JALORE,2006,Rabi       ,Barley,421.00,1072.00
Rajasthan,JALORE,2006,Rabi       ,Gram,22120.00,18376.00
Rajasthan,JALORE,2006,Rabi       ,Linseed,27.00,21.00
Rajasthan,JALORE,2006,Rabi       ,Peas & beans (Pulses),3.00,6.00
Rajasthan,JALORE,2006,Rabi       ,Rapeseed &Mustard,126815.00,160183.00
Rajasthan,JALORE,2006,Rabi       ,Wheat,43350.00,77784.00
Rajasthan,JALORE,2006,Whole Year ,Coriander,7.00,8.00
Rajasthan,JALORE,2006,Whole Year ,Dry chillies,452.00,1853.00
Rajasthan,JALORE,2006,Whole Year ,Garlic,4.00,5.00
Rajasthan,JALORE,2006,Whole Year ,Guar seed,50163.00,33837.00
Rajasthan,JALORE,2006,Whole Year ,Onion,204.00,563.00
Rajasthan,JALORE,2006,Whole Year ,Potato,32.00,96.00
Rajasthan,JALORE,2006,Whole Year ,Sannhamp,4.00,
Rajasthan,JALORE,2006,Whole Year ,Sweet potato,48.00,236.00
Rajasthan,JALORE,2006,Whole Year ,Tobacco,41.00,33.00
Rajasthan,JALORE,2007,Kharif     ,Arhar/Tur,2.00,1.00
Rajasthan,JALORE,2007,Kharif     ,Bajra,328330.00,238888.00
Rajasthan,JALORE,2007,Kharif     ,Castor seed,48426.00,88274.00
Rajasthan,JALORE,2007,Kharif     ,Cotton(lint),523.00,208.00
Rajasthan,JALORE,2007,Kharif     ,Groundnut,2375.00,3349.00
Rajasthan,JALORE,2007,Kharif     ,Jowar,4285.00,2415.00
Rajasthan,JALORE,2007,Kharif     ,Maize,113.00,210.00
Rajasthan,JALORE,2007,Kharif     ,Mesta,1.00,
Rajasthan,JALORE,2007,Kharif     ,Moong(Green Gram),124441.00,38828.00
Rajasthan,JALORE,2007,Kharif     ,Moth,32315.00,15338.00
Rajasthan,JALORE,2007,Kharif     ,Other Kharif pulses,296.00,121.00
Rajasthan,JALORE,2007,Kharif     ,Sesamum,12053.00,3062.00
Rajasthan,JALORE,2007,Kharif     ,Small millets,696.00,318.00
Rajasthan,JALORE,2007,Rabi       ,Barley,351.00,759.00
Rajasthan,JALORE,2007,Rabi       ,Gram,2563.00,1805.00
Rajasthan,JALORE,2007,Rabi       ,Linseed,28.00,22.00
Rajasthan,JALORE,2007,Rabi       ,other oilseeds,830.00,288.00
Rajasthan,JALORE,2007,Rabi       ,Rapeseed &Mustard,87578.00,89627.00
Rajasthan,JALORE,2007,Rabi       ,Small millets,167.00,167.00
Rajasthan,JALORE,2007,Rabi       ,Wheat,31525.00,54016.00
Rajasthan,JALORE,2007,Whole Year ,Coriander,7.00,5.00
Rajasthan,JALORE,2007,Whole Year ,Dry chillies,743.00,2155.00
Rajasthan,JALORE,2007,Whole Year ,Garlic,11.00,17.00
Rajasthan,JALORE,2007,Whole Year ,Guar seed,69506.00,38186.00
Rajasthan,JALORE,2007,Whole Year ,Onion,253.00,698.00
Rajasthan,JALORE,2007,Whole Year ,Potato,77.00,146.00
Rajasthan,JALORE,2007,Whole Year ,Sannhamp,6.00,3.00
Rajasthan,JALORE,2007,Whole Year ,Sweet potato,121.00,482.00
Rajasthan,JALORE,2007,Whole Year ,Tobacco,86.00,68.00
Rajasthan,JALORE,2008,Kharif     ,Arhar/Tur,4.00,1.00
Rajasthan,JALORE,2008,Kharif     ,Bajra,332531.00,138981.00
Rajasthan,JALORE,2008,Kharif     ,Castor seed,59409.00,100447.00
Rajasthan,JALORE,2008,Kharif     ,Cotton(lint),721.00,294.00
Rajasthan,JALORE,2008,Kharif     ,Groundnut,4025.00,4501.00
Rajasthan,JALORE,2008,Kharif     ,Jowar,5951.00,2699.00
Rajasthan,JALORE,2008,Kharif     ,Maize,52.00,90.00
Rajasthan,JALORE,2008,Kharif     ,Moong(Green Gram),86344.00,22183.00
Rajasthan,JALORE,2008,Kharif     ,Moth,36619.00,14069.00
Rajasthan,JALORE,2008,Kharif     ,Other Kharif pulses,211.00,70.00
Rajasthan,JALORE,2008,Kharif     ,Sesamum,24634.00,3855.00
Rajasthan,JALORE,2008,Kharif     ,Small millets,710.00,291.00
Rajasthan,JALORE,2008,Kharif     ,Soyabean,1.00,1.00
Rajasthan,JALORE,2008,Kharif     ,Urad,1.00,
Rajasthan,JALORE,2008,Rabi       ,Barley,197.00,603.00
Rajasthan,JALORE,2008,Rabi       ,Gram,963.00,509.00
Rajasthan,JALORE,2008,Rabi       ,Linseed,1.00,1.00
Rajasthan,JALORE,2008,Rabi       ,other oilseeds,4480.00,682.00
Rajasthan,JALORE,2008,Rabi       ,Rapeseed &Mustard,85607.00,72083.00
Rajasthan,JALORE,2008,Rabi       ,Small millets,66.00,73.00
Rajasthan,JALORE,2008,Rabi       ,Wheat,23600.00,37105.00
Rajasthan,JALORE,2008,Whole Year ,Dry chillies,541.00,1623.00
Rajasthan,JALORE,2008,Whole Year ,Garlic,11.00,17.00
Rajasthan,JALORE,2008,Whole Year ,Guar seed,59264.00,17660.00
Rajasthan,JALORE,2008,Whole Year ,Onion,176.00,510.00
Rajasthan,JALORE,2008,Whole Year ,Potato,32.00,64.00
Rajasthan,JALORE,2008,Whole Year ,Sannhamp,8.00,2.00
Rajasthan,JALORE,2008,Whole Year ,Sweet potato,69.00,
Rajasthan,JALORE,2008,Whole Year ,Tobacco,250.00,225.00
Rajasthan,JALORE,2009,Kharif     ,Bajra,347240.00,16313.00
Rajasthan,JALORE,2009,Kharif     ,Castor seed,52220.00,60734.00
Rajasthan,JALORE,2009,Kharif     ,Cotton(lint),692.00,238.00
Rajasthan,JALORE,2009,Kharif     ,Groundnut,3029.00,3323.00
Rajasthan,JALORE,2009,Kharif     ,Jowar,6819.00,8.00
Rajasthan,JALORE,2009,Kharif     ,Maize,28.00,25.00
Rajasthan,JALORE,2009,Kharif     ,Moong(Green Gram),92328.00,404.00
Rajasthan,JALORE,2009,Kharif     ,Moth,32479.00,1109.00
Rajasthan,JALORE,2009,Kharif     ,Other Kharif pulses,54.00,5.00
Rajasthan,JALORE,2009,Kharif     ,Sesamum,25281.00,
Rajasthan,JALORE,2009,Kharif     ,Small millets,860.00,34.00
Rajasthan,JALORE,2009,Kharif     ,Urad,160.00,42.00
Rajasthan,JALORE,2009,Rabi       ,Barley,404.00,1121.00
Rajasthan,JALORE,2009,Rabi       ,Gram,15.00,9.00
Rajasthan,JALORE,2009,Rabi       ,Linseed,1.00,1.00
Rajasthan,JALORE,2009,Rabi       ,Masoor,2.00,2.00
Rajasthan,JALORE,2009,Rabi       ,other oilseeds,1048.00,996.00
Rajasthan,JALORE,2009,Rabi       ,Rapeseed &Mustard,62612.00,80878.00
Rajasthan,JALORE,2009,Rabi       ,Small millets,608.00,669.00
Rajasthan,JALORE,2009,Rabi       ,Wheat,30967.00,61604.00
Rajasthan,JALORE,2009,Whole Year ,Coriander,2.00,2.00
Rajasthan,JALORE,2009,Whole Year ,Dry chillies,319.00,957.00
Rajasthan,JALORE,2009,Whole Year ,Garlic,4.00,7.00
Rajasthan,JALORE,2009,Whole Year ,Guar seed,54891.00,62.00
Rajasthan,JALORE,2009,Whole Year ,Onion,264.00,317.00
Rajasthan,JALORE,2009,Whole Year ,Potato,21.00,53.00
Rajasthan,JALORE,2009,Whole Year ,Sannhamp,7.00,2.00
Rajasthan,JALORE,2009,Whole Year ,Sweet potato,52.00,
Rajasthan,JALORE,2009,Whole Year ,Tobacco,868.00,781.00
Rajasthan,JALORE,2010,Kharif     ,Bajra,366636.00,364089.00
Rajasthan,JALORE,2010,Kharif     ,Castor seed,67253.00,133819.00
Rajasthan,JALORE,2010,Kharif     ,Cotton(lint),340.00,147.00
Rajasthan,JALORE,2010,Kharif     ,Groundnut,3986.00,7837.00
Rajasthan,JALORE,2010,Kharif     ,Jowar,5956.00,4048.00
Rajasthan,JALORE,2010,Kharif     ,Maize,41.00,74.00
